id,family_id,parent_id,name,bookkeeping,level,status,latitude,longitude,iso639P3code,description,markup_description,child_family_count,child_language_count,child_dialect_count,country_ids
aala1237,aust1307,ramo1244,Aalawa,False,dialect,safe,,,,,,0,0,0,
aant1238,nucl1709,nort2920,Aantantara,False,dialect,safe,,,,,,0,0,0,
aari1238,sout2845,ahkk1235,Aari-Gayil,False,family,safe,,,aiz,,,0,2,0,
aari1239,sout2845,aari1238,Aari,False,language,safe,5.95034,36.5721,aiw,,,0,0,0,ET
aari1240,book1242,book1242,Aariya,True,language,safe,,,aay,,,0,0,0,IN
aasa1238,afro1255,unun9872,Aasax,False,language,extinct,-4.00679,36.8648,aas,,,0,0,0,TZ
aata1238,nucl1709,sout2943,Aatasaara,False,dialect,safe,,,,,,0,0,0,
abaa1238,sino1245,tibe1272,Aba,False,dialect,safe,,,,,,0,0,0,
abab1239,afro1255,beja1238,Ababda,False,dialect,safe,,,,,,0,0,0,
abab1240,atla1278,narr1281,Ababuan,False,family,safe,,,,,,13,22,29,
abad1240,abkh1242,adyg1241,Abadzex,False,dialect,safe,,,,,,0,0,0,
abad1241,aust1307,west2850,Abadi,False,language,safe,-9.03389,146.992,kbt,,,0,0,0,PG
abag1245,nucl1709,unun9976,Abaga,False,language,critically endangered,-6.12028,145.665,abg,,,0,0,0,PG
abai1239,aust1307,lund1271,Abai,False,dialect,safe,,,,,,0,0,0,
abai1240,aust1307,pait1248,Abai Sungai,False,language,definitely endangered,5.55394,118.306,abf,,,0,0,0,MY
abai1241,aust1307,muru1275,Abai Tubu-Abai Sembuak,False,language,safe,,,,,,0,0,0,MY
abak1242,atla1278,anaa1238,Abak,False,dialect,safe,,,,,,0,0,0,
abak1243,aust1307,ilon1239,Abaka,False,dialect,safe,,,,,,0,0,0,
abal1238,yele1255,yele1255,Abaletti,False,dialect,safe,,,,,,0,0,0,
abam1239,east2503,wipi1242,Abam,False,dialect,safe,,,,,,0,0,0,
aban1242,atla1278,aban1244,Abanyom,False,language,safe,6.30619,8.63055,abm,,,0,0,0,NG
aban1243,quec1387,east2551,Abancay,False,dialect,safe,,,,,,0,0,0,
aban1244,atla1278,bako1254,Abanyom-Ekajuk,False,family,safe,,,,,,0,3,0,
abar1238,atla1278,sout3152,Mungbam,False,language,definitely endangered,6.5805,10.2267,mij,,,0,0,0,CM
abau1245,sepi1257,sepi1257,Abau,False,language,definitely endangered,-3.97222,141.324,aau,,,0,0,0,PG
abaw1238,atla1278,gupa1248,Abawa,False,dialect,safe,,,,,,0,0,0,
abay1238,atla1278,agwa1247,Abayongo,False,dialect,safe,,,,,,0,0,0,
abaz1241,abkh1242,abkh1243,Abaza,False,language,vulnerable,41.1214,42.7273,abq,,,0,0,3,RU TR
abbe1238,atla1278,abee1242,Abbey-Ve,False,dialect,safe,,,,,,0,0,0,
abbr1238,indo1319,sint1235,Abbruzzesi,False,dialect,safe,,,,,,0,0,0,
abda1238,afro1255,soqo1240,'Abd Al-Kuri,False,dialect,safe,,,,,,0,0,0,
abed1238,cent2225,lugb1240,Abedju-Azaki,False,dialect,safe,,,,,,0,0,0,
abee1242,atla1278,agne1238,Abé,False,language,safe,5.59682,-4.38497,aba,,,0,0,4,CI
abee1243,atla1278,anyi1245,Abe (Anyin),False,dialect,safe,,,,,,0,0,0,
abel1234,aust1307,samb1319,Abellen-Botolan,False,family,safe,,,,,,0,2,2,
aben1247,sino1245,garo1247,Abeng,False,dialect,safe,,,,,,0,0,0,
aben1248,sino1245,garo1247,A'beng,False,dialect,safe,,,,,,0,0,0,
aben1249,aust1307,abel1234,Abenlen Ayta,False,language,definitely endangered,15.4131,120.2,abp,,,0,0,0,PH
abgu1238,afro1255,birg1239,Abgue,False,dialect,safe,,,,,,0,0,0,
abid1235,atla1278,agne1238,Abidji,False,language,safe,5.65656,-4.58421,abi,,,0,0,2,CI
abie1238,nilo1247,sout2832,Abiem,False,dialect,safe,,,,,,0,0,0,
abig1238,nilo1247,nuer1246,Abigar,False,dialect,safe,,,,,,0,0,0,
abil1238,nilo1247,nort2815,Abiliang,False,dialect,safe,,,,,,0,0,0,
abin1242,atla1278,agwa1247,Abini,False,dialect,safe,,,,,,0,0,0,
abin1243,,,Abinomn,False,language,definitely endangered,-2.92281,138.891,bsa,,,0,0,0,ID
abip1241,guai1249,guai1250,Abipon,False,language,extinct,-29.0,-61.0,axb,,,0,0,0,AR
abis1238,,,Aewa,False,language,extinct,-0.69386,-75.2183,ash,,,0,0,0,PE
abka1238,maba1274,maba1277,Abkar,False,dialect,safe,,,,,,0,0,0,
abkh1242,,,Abkhaz-Adyge,False,family,safe,,,,,,2,5,12,
abkh1243,abkh1242,abkh1242,Abkhaz-Abaza,False,family,safe,,,,,,0,2,6,
abkh1244,abkh1242,abkh1243,Abkhazian,False,language,vulnerable,43.056218,41.159115,abk,,,0,0,3,GE RU TR
able1237,aust1307,lubu1243,Ableg-Salegseg,False,dialect,safe,,,,,,0,0,0,
abob1234,atla1278,basa1283,Abo-Barombi,False,family,safe,,,,,,0,2,0,
abom1238,anim1240,tiri1259,Abom,False,language,critically endangered,-8.42448,142.842,aob,,,0,0,0,PG
abon1238,atla1278,nort3192,Abon,False,language,safe,6.90621,10.8769,abo,,,0,0,0,CM NG
aboo1241,atla1278,boky1238,Abo (Bokyi),False,dialect,safe,,,,,,0,0,0,
aboo1242,atla1278,ukwu1241,Abo,False,dialect,safe,,,,,,0,0,0,
abou1238,tama1329,mara1396,Abou Charib,False,dialect,safe,,,,,,0,0,0,
abra1237,aust1307,iray1237,Abra-De-Ilog,False,dialect,safe,,,,,,0,0,0,
abro1238,atla1278,akan1251,Abron,False,language,safe,7.72094,-2.50289,abr,,,0,0,0,CI GH
abru1239,indo1319,ital1282,Abruzzese,False,dialect,safe,,,,,,0,0,0,
absh1238,indo1319,musl1236,Absheron,False,dialect,safe,,,,,,0,0,0,
abua1243,atla1278,cent2028,Abua-Odual,False,family,safe,,,,,,0,2,6,
abua1244,atla1278,abua1243,Abua,False,language,safe,4.83057,6.61492,abn,,,0,0,4,NG
abua1245,nucl1708,buki1250,Abu' Arapesh,False,language,definitely endangered,-3.461612,142.917031,aah,,,0,0,0,PG
abui1241,timo1261,alor1250,Abui,False,language,definitely endangered,-8.31058,124.588,abz,,,0,0,3,ID
abuj1237,drav1251,mari1414,Abujmaria,False,dialect,safe,,,,,,0,0,0,
abul1238,nilo1247,buru1301,Abuldugu,False,dialect,safe,,,,,,0,0,0,
abun1252,,,Abun,False,language,definitely endangered,-0.57073,132.416,kgr,,,0,0,3,ID
abun1253,abun1252,abun1252,Abun Je,False,dialect,safe,,,,,,0,0,0,
abun1254,abun1252,abun1252,Abun Tat,False,dialect,safe,,,,,,0,0,0,
abun1255,abun1252,abun1252,Abun Ji,False,dialect,safe,,,,,,0,0,0,
abur1243,atla1278,west2816,Abure,False,language,safe,5.21534,-3.64123,abu,,,0,0,0,CI
abur1244,atla1278,kugb1242,Abureni,False,language,safe,4.62301,6.50634,mgj,,,0,0,0,NG
abus1238,kadu1256,kang1288,Abu Sinun,False,dialect,safe,,,,,,0,0,0,
abuu1241,lowe1437,agoa1234,Abu,False,language,definitely endangered,-4.24027,144.474,ado,,,0,0,3,PG
abzh1238,abkh1242,abkh1244,Abzhui,False,dialect,safe,,,,,,0,0,0,
acad1238,indo1319,stan1290,Acadian,False,dialect,safe,,,,,,0,0,0,
acat1239,otom1299,meph1234,Acatepec Me'phaa,False,language,safe,17.1034,-99.0602,tpx,,,0,0,3,MX
acat1240,otom1299,acat1239,Acatepec,False,dialect,safe,,,,,,0,0,0,
acch1238,indo1319,nepa1254,Acchami,False,dialect,safe,,,,,,0,0,0,
acha1249,sino1245,acha1252,Longchuan Achang,False,language,definitely endangered,24.3479,97.7438,acn,,,0,0,3,CN MM
acha1250,araw1281,piap1247,Achagua,False,language,definitely endangered,4.38649,-72.2005,aca,,,0,0,0,CO
acha1252,sino1245,high1273,Achangic,False,family,safe,,,,,,0,4,3,
ache1244,sino1245,unun9958,Ache,False,language,vulnerable,24.152,102.446,yif,,,0,0,0,CN
ache1245,narr1279,ache1247,Acheron,False,language,vulnerable,10.8827,30.3187,acz,,,0,0,2,SD
ache1246,tupi1275,tupi1277,Aché,False,language,severely endangered,-25.5865,-56.4697,guq,,,0,0,0,PY
ache1247,narr1279,bura1298,Acheron-Tocho,False,family,safe,,,,,,0,2,2,
achi1247,sino1245,garo1247,Achik,False,dialect,safe,,,,,,0,0,0,
achi1255,sino1245,garo1247,A'chick,False,dialect,safe,,,,,,0,0,0,
achi1256,maya1287,quic1275,Achi,False,language,vulnerable,15.073,-90.3513,acr,,,0,0,0,GT
achi1257,aust1307,cham1327,Achinese,False,language,vulnerable,3.90757,96.6032,ace,,,0,0,7,ID
achi1258,book1242,book1242,"Achi', Cubulco",True,language,safe,,,acc,,,0,0,0,GT
achp1238,afro1255,qima1242,Achpar,False,dialect,safe,,,,,,0,0,0,
acht1238,indo1319,lowg1239,Achterhoeks,False,language,vulnerable,52.021,6.47521,act,,,0,0,0,DE NL
achu1247,pala1350,pala1350,Achumawi,False,language,critically endangered,41.0979,-121.191,acv,,,0,0,0,US
achu1248,jiva1245,shua1256,Achuar-Shiwiar,False,language,definitely endangered,-2.82646,-77.2641,acu,,,0,0,2,EC PE
achu1249,jiva1245,achu1248,Achuar,False,dialect,safe,,,,,,0,0,0,
acii1238,nucl1709,apal1256,Aci,False,dialect,safe,,,,,,0,0,0,
acod1234,nucl1709,east2809,Acodi,False,dialect,safe,,,,,,0,0,0,
acol1236,nilo1247,sout2831,Acoli,False,language,safe,3.57738,32.5147,ach,,,0,0,3,SD UG
acom1246,kere1287,west2632,Acoma,False,dialect,safe,,,,,,0,0,0,
acro1239,nucl1710,jece1235,Acroá,False,language,extinct,-12.594,-40.21445,acs,,,0,0,0,BR
adaa1238,atla1278,adan1247,Ada,False,dialect,safe,,,,,,0,0,0,
adab1235,book1242,book1242,Adabe,True,language,safe,-8.22674,125.576,adb,,,0,0,0,ID TL
adai1235,,,Adai,False,language,extinct,31.6314,-92.0059,xad,,,0,0,0,US
adam1238,sign1238,vill1244,Adamorobe Sign Language,False,language,definitely endangered,5.834,-0.151,ads,,,0,0,0,GH
adam1253,atla1278,adam1260,Adamawa Fulfulde,False,language,safe,8.140326,13.077338,fub,,,0,0,6,CM ER ET NG SD TD
adam1254,atla1278,unun9902,Adamawa Fali,False,family,safe,,,,,,0,2,6,
adam1257,atla1278,buak1234,Adamawa Bua,False,family,safe,,,,,,9,11,16,
adam1260,atla1278,fula1265,Adamawa-Bagirmi Fulfulde,False,family,safe,,,,,,0,2,6,
adan1247,atla1278,gada1257,Adangme,False,language,safe,5.9437,0.13243,ada,,,0,0,6,GH
adan1248,atla1278,west2802,Adangbe,False,language,vulnerable,6.50546,0.727155,adq,,,0,0,0,GH TG
adan1249,atla1278,ewee1241,Adan,False,dialect,safe,,,,,,0,0,0,
adan1250,aust1307,lund1271,Adang (Lundayeh),False,dialect,safe,,,,,,0,0,0,
adan1251,timo1261,adan1252,Adang,False,language,definitely endangered,-8.18958,124.448,adn,,,0,0,1,ID
adan1252,timo1261,stra1245,Adang-Hamap-Kabola,False,family,safe,,,,,,0,3,6,
adap1234,book1242,book1242,Adap,True,language,safe,27.141,90.3369,adp,,,0,0,0,BT
adar1242,afro1255,west2719,Adarawa,False,dialect,safe,,,,,,0,0,0,
adas1235,aust1307,iban1268,Adasen,False,language,definitely endangered,17.8187,120.905,tiu,,,0,0,2,PH
adel1244,atla1278,basi1245,Adele,False,language,safe,8.16975,0.619185,ade,,,0,0,2,GH TG
aden1241,afro1255,taiz1242,Adeni,False,dialect,safe,,,,,,0,0,0,
aden1242,afro1255,jude1267,'Aden,False,dialect,safe,,,,,,0,0,0,
ader1239,afro1255,haus1257,Aderawa,False,dialect,safe,,,,,,0,0,0,
adew1237,drav1251,mari1414,Adewada,False,dialect,safe,,,,,,0,0,0,
adga1237,aust1307,agus1235,Adgawan,False,dialect,safe,,,,,,0,0,0,
adha1237,aust1307,rade1240,Adham,False,dialect,safe,,,,,,0,0,0,
adha1238,indo1319,tati1243,Adhari,False,language,extinct,,,,,,0,0,0,AZ
adho1241,nilo1247,sout2831,Adhola-Alur-Luo,False,family,safe,,,,,,1,3,4,
adho1242,nilo1247,adho1241,Adhola-Luo,False,family,safe,,,,,,0,2,0,
adho1243,nilo1247,adho1242,Adhola,False,language,safe,0.73235,34.0341,adh,,,0,0,0,KE UG
adib1240,atla1278,odua1238,Adibom,False,dialect,safe,,,,,,0,0,0,
adid1237,drav1251,tami1289,Adi Dravida,False,dialect,safe,,,,,,0,0,0,
adie1238,atla1278,bako1249,Adie,False,dialect,safe,,,,,,0,0,0,
adih1238,hata1242,hata1243,Adihup,False,dialect,safe,,,,,,0,0,0,
adij1237,aust1307,kowi1239,Adijaya,False,dialect,safe,,,,,,0,0,0,
adim1238,atla1278,agwa1247,Adim,False,dialect,safe,,,,,,0,0,0,
adio1239,atla1278,agne1238,Adioukrou,False,language,safe,5.38228,-4.52522,adj,,,0,0,0,CI
adiv1238,indo1319,wagd1238,Adivasi Wagdi,False,dialect,safe,,,,,,0,0,0,
adiv1239,indo1319,macr1269,Kotia-Adivasi Oriya-Desiya,False,language,safe,18.1046,82.8487,ort,,,0,0,0,IN
adiw1235,indo1319,gara1268,Adiwasi Garasia,False,language,safe,24.0712,73.1426,gas,,,0,0,0,IN
adiy1237,drav1251,ravu1237,Adiya,False,dialect,safe,,,,,,0,0,0,
adja1238,pama1250,naru1238,Adjabdurah,False,dialect,safe,,,,,,0,0,0,
adju1239,cent2225,madi1260,Adjumani,False,dialect,safe,,,,,,0,0,0,
adku1239,indo1319,halb1244,Adkuri,False,dialect,safe,,,,,,0,0,0,
admi1239,aust1307,ocea1241,Admiralty Islands,False,family,safe,,,,,,15,32,18,
adny1235,pama1250,nort2752,Adnyamathanha,False,language,definitely endangered,-30.1451,138.671,adt,,,0,0,0,AU
adom1238,atla1278,clel1238,Adoma,False,dialect,safe,,,,,,0,0,0,
adon1237,aust1307,nort3216,Adonara,False,language,safe,-8.32027,123.159,adr,,,0,0,10,ID
adoo1237,aust1307,ledo1238,Ado,False,dialect,safe,,,,,,0,0,0,
adoy1238,nilo1247,anua1242,Adoyo,False,dialect,safe,,,,,,0,0,0,
adug1238,book1242,book1242,Aduge,True,language,safe,7.64567,6.13085,adu,,,0,0,0,NG
adun1238,atla1278,cros1244,Adun,False,dialect,safe,,,,,,0,0,0,
adur1234,spee1234,indo1335,Adurgari,False,language,safe,,,,,,0,0,0,AF
aduu1238,nort2923,taba1263,Adu,False,dialect,safe,,,,,,0,0,0,
adyg1241,abkh1242,circ1239,Adyghe,False,language,vulnerable,44.0,39.33,ady,,,0,0,5,IL JO RU SY TR
adze1240,aust1307,uppe1423,Adzera,False,language,vulnerable,-6.39394,146.294,adz,,,0,0,0,PG
adze1241,book1242,book1242,Adzera (Retired),True,language,safe,,,azr,,,0,0,0,
adzh1238,kart1248,nucl1302,Adzhar,False,dialect,safe,,,,,,0,0,0,
aegi1237,indo1319,grou1256,Aegina,False,dialect,safe,,,,,,0,0,0,
aeka1244,nucl1709,orok1268,Aeka,False,language,safe,-8.79019,148.09,aez,,,0,0,0,PG
aeky1238,kamu1264,awin1249,Aekyom,False,language,safe,-5.88478,141.532,awi,,,0,0,3,PG
aeol1234,indo1319,anci1242,Aeolic,False,dialect,safe,,,,,,0,0,0,
aerr1238,indo1319,west2830,Aer,False,language,definitely endangered,25.254,69.029,aeq,,,0,0,2,PK
aewa1238,anim1240,kuni1265,Aewa (Western Province),False,dialect,safe,,,,,,0,0,0,
afaa1238,atla1278,arig1246,Afa,False,dialect,safe,,,,,,0,0,0,
afad1236,afro1255,koto1265,Afade,False,language,vulnerable,12.0551,14.6343,aal,,,0,0,0,CM NG
afar1241,afro1255,saho1245,Afar,False,language,safe,12.2281,41.8083,aar,,,0,0,4,DJ ER ET
afas1238,afro1255,soma1255,Af-Ashraaf,False,dialect,safe,,,,,,0,0,0,
afen1234,atla1278,nort3182,Afenmai-Bendel,False,family,safe,,,,,,1,3,8,
affa1240,afro1255,lagw1237,Affade,False,dialect,safe,,,,,,0,0,0,
affi1239,atla1278,band1340,Affiniam,False,dialect,safe,,,,,,0,0,0,
afgh1238,afro1255,east2729,Afghanistan-Uzbekistan Arabic,False,family,safe,,,,,,0,2,1,
afgh1239,sign1238,deaf1237,Afghan Sign Language,False,language,safe,,,afg,,,0,0,0,AF
afgh1240,mixe1287,pers1247,Afghanistan Gorbat,False,language,safe,,,,,,0,0,0,AF
afhe1238,afro1255,maay1238,Af-Helledi,False,dialect,safe,,,,,,0,0,0,
afik1238,atla1278,nucl1417,Afikpo,False,dialect,safe,,,,,,0,0,0,
afit1238,nyim1244,nyim1244,Afitti,False,language,definitely endangered,12.446,30.7611,aft,,,0,0,0,SD
afor1239,koia1260,esee1247,Afore,False,dialect,safe,,,,,,0,0,0,
afri1271,indo1319,nort2648,Afridi,False,dialect,safe,,,,,,0,0,0,
afri1272,atla1278,putu1241,Afrike,False,dialect,safe,,,,,,0,0,0,
afri1273,indo1319,wese1235,Afrikaansic,False,family,safe,,,,,,0,2,3,
afri1274,indo1319,afri1273,Afrikaans,False,language,safe,-22.0,30.0,afr,,,0,0,3,BW MZ NA ZA ZM ZW
afro1254,indo1319,gull1243,Afro-Seminole Creole,False,language,severely endangered,31.7843,-99.2934,afs,,,0,0,0,MX US
afro1255,,,Afro-Asiatic,False,family,safe,,,,,,213,373,673,
afro1259,unat1236,unat1236,Afro-Asiatic (Unattested),False,family,safe,,,,,,0,1,2,
afsh1238,turk1311,sout2697,Afshari,False,dialect,safe,,,,,,0,0,0,
afud1235,atla1278,unun9911,Afudu,False,language,safe,,,,,,0,0,0,NG
agaa1241,mong1329,mong1330,Aga,False,dialect,safe,,,,,,0,0,0,
agal1241,gumu1250,gumu1244,Agalo,False,dialect,safe,,,,,,0,0,0,
agam1238,aust1307,mina1268,Agam,False,dialect,safe,,,,,,0,0,0,
agan1234,ural1272,surg1248,Agan,False,dialect,safe,,,,,,0,0,0,
agan1235,ural1272,fore1274,Agan Nenets,False,dialect,safe,,,,,,0,0,0,
agar1249,nilo1247,sout2833,Agar,False,dialect,safe,,,,,,0,0,0,
agar1250,indo1319,konk1267,Agari of Kolaba,False,dialect,safe,,,,,,0,0,0,
agar1251,unat1236,drav1252,Agariya,False,language,safe,24.5024,82.297,agi,,,0,0,0,IN
agar1252,nucl1709,gads1260,Agarabi,False,language,safe,-6.20604,145.917,agd,,,0,0,0,PG
agat1236,atla1278,nucl1732,Agatu,False,language,safe,7.97915,7.71639,agc,,,0,0,0,NG
agau1239,atla1278,tsik1238,Agaunshe,False,dialect,safe,,,,,,0,0,0,
agav1236,unat1236,araw1288,Agavotaguerra,False,language,extinct,-13.29849,-53.43936,avo,,,0,0,0,BR
agba1238,atla1278,urho1239,Agbarho,False,dialect,safe,,,,,,0,0,0,
agbi1234,spee1234,atla1282,Agbirigba,False,language,safe,,,,,,0,0,0,NG
agbo1241,atla1278,fonn1241,Agbome,False,dialect,safe,,,,,,0,0,0,
agbo1242,atla1278,urho1239,Agbon,False,dialect,safe,,,,,,0,0,0,
agee1238,nilo1247,nort2815,Ageer,False,dialect,safe,,,,,,0,0,0,
aghe1239,atla1278,west2835,Aghem,False,language,safe,6.38956,10.0807,agq,,,0,0,0,CM
agho1238,atla1278,ogbi1239,Agholo,False,dialect,safe,,,,,,0,0,0,
aghu1253,nakh1245,aghu1259,Aghul,False,language,definitely endangered,41.9242,47.5843,agx,,,0,0,4,AZ RU
aghu1254,pama1250,thay1250,Aghu Tharnggalu,False,language,extinct,-13.735,142.426,ggr,,,0,0,0,AU
aghu1255,nucl1709,mapp1234,Aghu,False,language,vulnerable,-6.34674,140.043,ahh,,,0,0,0,ID
aghu1256,book1242,book1242,Aghu Tharnggalu (Retired),True,language,extinct,-15.0,144.0,gtu,,,0,0,0,AU
aghu1259,nakh1245,east2367,Aghul-Lezgi,False,family,safe,,,,,,0,2,12,
aghw1237,nakh1245,udia1235,Aghwan,False,language,extinct,40.374444,47.126667,xag,,,0,0,0,AZ
agii1244,cent2225,moru1253,Agi (Moru),False,dialect,safe,,,,,,0,0,0,
agii1245,nucl1708,agiy1234,Agi,False,language,definitely endangered,-3.49104,142.387,aif,,,0,0,0,PG
agiy1234,nucl1708,west2788,Agi-Yeri,False,family,safe,,,,,,0,2,0,
agne1238,atla1278,nyoa1234,Agneby,False,family,safe,,,,,,0,3,6,
agoa1234,lowe1437,lowe1437,Agoan,False,family,safe,,,,,,0,2,3,
agob1244,paho1240,paho1240,Agob-Ende-Kawam,False,language,safe,-9.08521,142.532,kit,,,0,0,3,PG
agob1245,paho1240,agob1244,Agöb,False,dialect,safe,,,,,,0,0,0,
agoi1244,atla1278,genn1243,Agoi (Gen),False,dialect,safe,,,,,,0,0,0,
agoi1245,atla1278,uppe1418,Agoi-Doko-Iyoniyong,False,family,safe,,,,,,0,3,1,
agoi1246,atla1278,agoi1245,Agoi,False,language,safe,5.87953,8.21629,ibm,,,0,0,1,NG
agon1238,atla1278,akan1250,Agona,False,dialect,safe,,,,,,0,0,0,
agra1238,afro1255,birg1239,Agrab,False,dialect,safe,,,,,,0,0,0,
agta1234,aust1307,para1320,Agta-Pahanan,False,language,safe,,,apf,,,0,0,0,PH
agua1251,unat1236,araw1288,Aguano,False,language,extinct,-5.25,-75.8333,aga,,,0,0,0,PE
agua1252,maya1287,ixil1250,Aguacateco,False,language,vulnerable,15.3307,-91.3153,agu,,,0,0,0,GT
agua1253,jiva1245,jiva1245,Aguaruna,False,language,vulnerable,-5.30044,-77.9218,agr,,,0,0,0,PE
agua1254,cofa1242,cofa1242,Aguarico,False,dialect,safe,,,,,,0,0,0,
aguf1237,aust1307,faga1239,Agufi,False,dialect,safe,,,,,,0,0,0,
agul1243,indo1319,nucl1235,Agulis,False,dialect,safe,,,,,,0,0,0,
agul1244,nakh1245,aghu1253,Agul,False,dialect,safe,,,,,,0,0,0,
agun1238,atla1278,west2802,Aguna,False,language,definitely endangered,7.49256,1.74452,aug,,,0,0,0,BJ TG
aguo1238,nilo1247,sout2832,Aguok,False,dialect,safe,,,,,,0,0,0,
agus1235,aust1307,east2478,Agusan Manobo,False,language,safe,8.62731,125.742,msm,,,0,0,3,PH
agut1237,aust1307,kala1389,Agutaynen,False,language,safe,10.5328,119.655,agn,,,0,0,0,PH
aguu1241,sino1245,rawa1265,Agu,False,dialect,safe,,,,,,0,0,0,
aguu1242,atla1278,ewee1241,Agu (Ewe),False,dialect,safe,,,,,,0,0,0,
agwa1246,atla1278,alag1242,Agwatashi,False,dialect,safe,,,,,,0,0,0,
agwa1247,atla1278,kohu1243,Agwagwune,False,language,safe,5.81055,8.03166,yay,,,0,0,7,NG
ahaf1238,atla1278,akan1250,Ahafo,False,dialect,safe,,,,,,0,0,0,
ahan1243,atla1278,sout2779,Ahanta,False,language,safe,4.85147,-1.94657,aha,,,0,0,0,GH
ahan1244,atla1278,ayer1244,Àhàn,False,language,definitely endangered,7.44139,6.00896,ahn,,,0,0,0,NG
ahea1235,nucl1580,keor1235,Aheave,False,dialect,safe,,,,,,0,0,0,
ahea1240,book1242,book1242,Ahe,True,language,safe,,,ahe,,,0,0,0,
ahei1238,narr1279,ngil1242,Aheima,False,dialect,safe,,,,,,0,0,0,
aher1237,drav1251,sout2711,Aheri,False,dialect,safe,,,,,,0,0,0,
aheu1239,aust1305,chut1252,Thavung,False,language,definitely endangered,17.7655,104.229,thm,,,0,0,0,LA TH
ahin1234,aust1307,kall1244,Ahin-Kayapa Kalanguya,False,language,safe,16.321,120.90003,kak,,,0,0,2,PH
ahir1242,indo1319,bhil1251,Ahiri,False,dialect,safe,,,,,,0,0,0,
ahir1243,book1242,book1242,Ahirani,True,language,safe,21.552,73.685,ahr,,,0,0,0,IN
ahkk1235,sout2845,sout2845,AHK,False,family,safe,,,,,,2,4,0,
ahom1240,taik1256,sout2743,Ahom,False,language,extinct,27.2778,88.464,aho,,,0,0,0,IN
ahou1236,taik1256,nort3188,Ahouic,False,family,safe,,,,,,0,2,2,
ahte1237,atha1245,nort2940,Ahtena,False,language,critically endangered,61.7068,-144.889,aht,,,0,0,0,US
ahua1238,otom1299,sant1454,Ahuatempan Popoloca,False,dialect,safe,,,,,,0,0,0,
ahwa1235,atla1278,benu1248,Ndunic,False,language,safe,9.17635,8.56205,nfd,,,0,0,0,NG
ahwa1239,afro1255,nucl1706,Ahwaz,False,dialect,safe,,,,,,0,0,0,
aial1237,aust1307,moli1248,Ai'alu,False,dialect,safe,,,,,,0,0,0,
aian1241,lowe1437,anna1245,Aian,False,family,safe,,,,,,0,2,0,
aibo1237,aust1307,wand1267,Aibondeni,False,dialect,safe,,,,,,0,0,0,
aich1238,taik1256,maka1300,Ai-Cham,False,language,vulnerable,25.4908,107.844,aih,,,0,0,2,CN
aiew1238,anga1289,safe1240,Aiewomba,False,dialect,safe,,,,,,0,0,0,
aigh1235,aust1307,pasi1254,Aighon,False,language,safe,-5.99488,150.272,aix,,,0,0,3,PG
aigo1239,aust1307,aigh1235,Aigon,False,dialect,safe,,,,,,0,0,0,
aika1237,,,Aikanã,False,language,vulnerable,-12.6695,-60.5353,tba,,,0,0,1,BR
aikl1237,aust1307,west2530,Aiklep,False,language,safe,-6.23575,149.571,mwg,,,0,0,0,PG
aiko1237,aust1307,mori1269,Aikoa,False,dialect,safe,,,,,,0,0,0,
aiku1240,book1242,book1242,Aiku,True,language,safe,,,mzf,,,0,0,0,
aima1241,indo1319,east2745,Aimaq,False,language,safe,35.283,59.1756,aiq,,,0,0,10,AF IR
aima1242,kuna1268,kuna1268,Aimara,False,dialect,safe,,,,,,0,0,0,
aime1238,bosa1245,bosa1246,Aimele,False,language,definitely endangered,-6.68656,142.656,ail,,,0,0,0,PG
aimo1244,sino1245,aimo1247,Aimol,False,language,definitely endangered,24.6437,94.3556,aim,,,0,0,1,IN NP
aimo1245,timo1261,adan1251,Aimoli,False,dialect,safe,,,,,,0,0,0,
aimo1246,nucl1710,nucl1710,Aimore,False,family,safe,,,,,,0,2,0,
aimo1247,sino1245,oldk1252,Aimol-Syriem,False,family,safe,,,,,,0,2,1,
ainb1238,bord1247,pagi1245,Ainbai,False,language,definitely endangered,-3.09214,141.149,aic,,,0,0,0,PG
aine1237,drav1251,nucl1305,Aine Kuruba,False,dialect,safe,,,,,,0,0,0,
ainu1240,ainu1252,hokk1250,Hokkaido Ainu,False,language,critically endangered,43.633654,142.46167,ain,,,0,0,2,JP
ainu1251,turk1311,east2792,Ainu (China),False,language,definitely endangered,39.2714,76.4209,aib,,,0,0,0,CN
ainu1252,,,Ainu,False,family,safe,,,,,,1,3,2,
aiom1240,lowe1437,aian1241,Aiome,False,language,definitely endangered,-5.13467,144.765,aki,,,0,0,0,PG
aird1238,kibi1239,kibi1239,Aird Hills,False,dialect,safe,,,,,,0,0,0,
airm1240,aust1307,kupa1239,Air Mata,False,dialect,safe,,,,,,0,0,0,
airm1241,aust1307,tons1240,Airmadidi,False,dialect,safe,,,,,,0,0,0,
airo1242,kwer1242,west1486,Airoran,False,language,safe,-1.8522,138.158,air,,,0,0,0,ID
airr1238,song1307,tagd1238,Air,False,dialect,safe,,,,,,0,0,0,
airr1242,afro1255,taya1257,Air (Berber),False,dialect,safe,,,,,,0,0,0,
airy1239,turk1311,nort2697,Airym,False,dialect,safe,,,,,,0,0,0,
aisi1234,nucl1709,east2767,Aisian,False,family,safe,,,,,,0,2,0,
aita1238,nort2933,roto1249,Aita,False,dialect,safe,,,,,,0,0,0,
aito1238,taik1256,assa1264,Aiton,False,language,definitely endangered,26.5145,92.3169,aio,,,0,0,0,IN
